index,Name,Location,Year,Fuel_Type,Transmission,Owner_Type,Seats,Price,age,KM_Driven,make,mileage_new,engine_new,power_new
468,Hyundai Santro Xing GLS,Bangalore,2008,Petrol,Manual,Second,5,2.22,11,46,hyundai,17.92,1086,62.1
469,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2012,Diesel,Manual,First,7,10.5,7,162,toyota,12.99,2494,100
470,Maruti Ciaz 1.3 S,Coimbatore,2017,Diesel,Manual,First,5,8.26,2,25,maruti,28.09,1248,88.5
476,Hyundai Grand i10 Sportz,Delhi,2015,Petrol,Manual,First,5,4.5,4,27,hyundai,18.9,1197,82
477,Ford Figo 2015-2019 1.2P Titanium MT,Hyderabad,2018,Petrol,Manual,First,5,6.8,1,3,ford,18.16,1196,86.8
479,Renault Duster 85PS Diesel RxL Option,Mumbai,2015,Diesel,Manual,Second,5,7,4,67,renault,19.87,1461,83.8
481,Ford Figo Diesel EXI,Chennai,2011,Diesel,Manual,Second,5,2.25,8,75,ford,20,1399,68
484,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2012,Diesel,Manual,First,5,2.75,7,52,volkswagen,22.07,1199,73.9
485,Maruti Ritz VDi,Jaipur,2011,Diesel,Manual,First,5,3,8,91,maruti,23.2,1248,73.94
486,Nissan Micra Diesel XV Premium,Pune,2013,Diesel,Manual,First,5,3.55,6,60,nissan,23.08,1461,63.1
492,Hyundai i10 Era,Jaipur,2010,Petrol,Manual,Second,5,2.32,9,59,hyundai,19.81,1086,68.05
494,Maruti Ertiga VXI,Jaipur,2014,Petrol,Manual,First,7,5.5,5,98,maruti,16.02,1373,93.7
495,Skoda Octavia Classic 1.9 TDI MT,Chennai,2006,Diesel,Manual,Second,5,3.2,13,72,skoda,18.7,1896,66
496,Honda Amaze VX i-Vtech,Pune,2015,Petrol,Manual,First,5,4,4,79,honda,18,1198,86.7
497,Maruti Zen LXi BSII,Chennai,2004,Petrol,Manual,First,5,1.6,15,29,maruti,17.3,993,60
499,Honda Brio VX AT,Mumbai,2014,Petrol,Automatic,First,5,4.25,5,35,honda,16.5,1198,86.8
500,Maruti Wagon R VXI,Ahmedabad,2011,Petrol,Manual,First,5,2.6,8,75,maruti,18.9,998,67.1
502,Chevrolet Beat LS,Kochi,2012,Petrol,Manual,First,5,2.55,7,32,chevrolet,18.6,1199,79.4
504,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,Diesel,Manual,First,5,6.25,5,79,ford,22.7,1498,89.84
505,Maruti Swift Vdi BSIII,Hyderabad,2010,Diesel,Manual,Second,5,3.6,9,86,maruti,17.8,1248,75
508,Hyundai Grand i10 Sportz,Mumbai,2017,Petrol,Manual,Second,5,4.8,2,8,hyundai,18.9,1197,82
511,Hyundai Santro Xing GLS,Hyderabad,2009,Petrol,Manual,First,5,2.3,10,80,hyundai,17.92,1086,62.1
517,Toyota Etios G,Coimbatore,2013,Petrol,Manual,First,5,4.95,6,27,toyota,17.6,1496,88.73
518,Maruti Wagon R LXI,Ahmedabad,2012,Petrol,Manual,First,5,3.3,7,30,maruti,22.5,998,67.04
520,Maruti Celerio VXI,Jaipur,2014,Petrol,Manual,First,5,2.79,5,56,maruti,23.1,998,67.04
522,Chevrolet Beat LT,Pune,2014,Petrol,Manual,First,5,2.55,5,8,chevrolet,18.6,1199,76.8
523,Tata Nano Twist XT,Ahmedabad,2014,Petrol,Manual,Second,4,1,5,18,tata,25.4,624,37.5
526,Maruti Swift VXI,Kochi,2019,Petrol,Manual,First,5,6.37,0,20,maruti,22,1197,81.8
528,Maruti Swift VXI Optional,Kochi,2017,Petrol,Manual,First,5,5.75,2,31,maruti,20.4,1197,81.8
530,Maruti Ertiga ZXI,Mumbai,2014,Petrol,Manual,First,7,6.8,5,13,maruti,16.02,1373,93.7
532,Maruti Ertiga VXI,Jaipur,2014,Petrol,Manual,First,7,5.6,5,47,maruti,16.02,1373,93.7
535,Tata Indigo LS,Jaipur,2005,Diesel,Manual,First,5,1,14,108,tata,17,1405,70
537,Maruti Swift Dzire LDi,Hyderabad,2011,Diesel,Manual,First,5,3.85,8,130,maruti,19.3,1248,73.9
538,Ford Fiesta Classic 1.4 Duratorq CLXI,Hyderabad,2012,Diesel,Manual,First,5,3,7,107,ford,17.8,1399,67
541,Honda Amaze VX O i VTEC,Mumbai,2016,Petrol,Manual,First,5,5.75,3,9,honda,18,1198,86.7
542,Hyundai i20 Asta 1.4 CRDi,Delhi,2014,Diesel,Manual,First,5,6.75,5,43,hyundai,22.54,1396,88.73
543,Chevrolet Enjoy TCDi LTZ 7 Seater,Bangalore,2013,Diesel,Manual,Second,7,4.85,6,64,chevrolet,18.2,1248,73.8
546,Toyota Innova 2.5 VX (Diesel) 7 Seater,Mumbai,2012,Diesel,Manual,First,7,9.51,7,55,toyota,12.99,2494,100
550,Honda City ZX GXi,Kochi,2009,Petrol,Manual,First,5,3.29,10,69,honda,17.7,1497,78
551,Maruti Ciaz RS ZDi Plus SHVS,Delhi,2016,Diesel,Manual,First,5,9.5,3,41,maruti,28.09,1248,88.5
552,Maruti Swift Dzire VXi,Pune,2010,Petrol,Manual,Second,5,2.2,9,109,maruti,17.5,1298,85.8
555,Maruti Ertiga ZDI,Pune,2013,Diesel,Manual,Second,7,6.75,6,105,maruti,25.47,1248,88.5
556,Toyota Etios Liva GD,Chennai,2013,Diesel,Manual,First,5,3.8,6,179,toyota,23.59,1364,67.04
559,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,Diesel,Manual,First,5,6.2,4,50,volkswagen,20.14,1498,88.8
561,Mahindra Renault Logan 1.5 DLE Diesel,Chennai,2007,Diesel,Manual,First,5,2.3,12,35,mahindra,19.2,1461,65
564,Honda Jazz 1.5 S i DTEC,Jaipur,2015,Diesel,Manual,First,5,5.65,4,63,honda,27.3,1498,98.6
565,Honda Amaze VX i-DTEC,Kochi,2015,Diesel,Manual,First,5,5.6,4,62,honda,25.8,1498,98.6
567,Maruti Swift Dzire VDI,Coimbatore,2016,Diesel,Manual,First,5,7.39,3,38,maruti,26.59,1248,74
571,Maruti Swift ZXI,Chennai,2013,Petrol,Manual,First,5,4.45,6,49,maruti,18.6,1197,85.8
573,Mahindra Bolero ZLX,Jaipur,2012,Diesel,Manual,Second,7,6,7,105,mahindra,15.96,2523,62.1
574,Maruti Swift VDI,Chennai,2014,Diesel,Manual,First,5,5.25,5,35,maruti,22.9,1248,74
577,Ford Ikon 1.3 LXi NXt,Chennai,2004,Petrol,Manual,Third,5,1.5,15,129,ford,13.8,1299,70
578,Volkswagen Polo 1.5 TDI Highline,Coimbatore,2018,Diesel,Manual,First,5,8.12,1,33,volkswagen,20.14,1498,88
579,Mahindra Bolero VLX CRDe,Coimbatore,2012,Diesel,Manual,First,7,6.12,7,60,mahindra,13.6,2523,63
580,Honda City i DTEC VX Option,Coimbatore,2017,Diesel,Manual,First,5,10.88,2,45,honda,25.1,1498,98.6
581,Chevrolet Sail Hatchback 1.2 LS,Kolkata,2014,Petrol,Manual,First,5,3.5,5,9,chevrolet,18.2,1199,82.5
582,Hyundai i20 1.2 Spotz,Kochi,2016,Petrol,Manual,First,5,6.15,3,42,hyundai,18.6,1197,81.83
587,Maruti Ertiga VDI,Kolkata,2013,Diesel,Manual,First,7,5.95,6,53,maruti,20.77,1248,88.76
588,Hyundai i20 1.2 Magna,Bangalore,2015,Petrol,Manual,First,5,5.75,4,59,hyundai,18.5,1197,80
590,Renault Duster 85PS Diesel RxL,Ahmedabad,2014,Diesel,Manual,First,5,4.75,5,55,renault,20.45,1461,83.8
591,Mahindra Quanto C2,Hyderabad,2013,Diesel,Manual,Second,7,3.3,6,80,mahindra,17.21,1493,100
594,Maruti Swift Dzire VDi,Hyderabad,2011,Diesel,Manual,First,5,4.39,8,81,maruti,19.3,1248,73.9
595,Maruti Swift LDI Optional,Kochi,2018,Diesel,Manual,First,5,6.2,1,52,maruti,25.2,1248,74
602,Maruti Omni 8 Seater BSII,Pune,2010,Petrol,Manual,First,8,1.45,9,60,maruti,19.7,796,35
606,Nissan Terrano XL 85 PS,Hyderabad,2014,Diesel,Manual,First,5,6.9,5,59,nissan,20.45,1461,83.8
612,Chevrolet Aveo U-VA 1.2 LT,Coimbatore,2010,Petrol,Manual,First,5,2.44,9,64,chevrolet,14.7,1150,76
613,Mahindra Bolero ZLX BSIII,Kolkata,2000,Diesel,Manual,First,7,1.95,19,124,mahindra,13.6,2523,63
614,Hyundai Xcent 1.2 Kappa S,Mumbai,2014,Petrol,Manual,First,5,4.35,5,7,hyundai,19.1,1197,82
616,Hyundai EON Era Plus,Hyderabad,2015,Petrol,Manual,First,5,2.9,4,68,hyundai,21.1,814,55.2
617,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2013,Diesel,Manual,First,5,2.9,6,64,volkswagen,22.07,1199,73.9
618,Maruti Vitara Brezza ZDi,Pune,2016,Diesel,Manual,First,5,8.9,3,21,maruti,24.3,1248,88.5
620,Hyundai EON Sportz,Coimbatore,2016,Petrol,Manual,First,5,3.95,3,14,hyundai,21.1,814,55.2
627,Hyundai i20 Asta 1.4 CRDi,Delhi,2014,Diesel,Manual,First,5,4.65,5,67,hyundai,21.27,1396,88.76
629,Mahindra Bolero DI BSII,Chennai,2006,Diesel,Manual,First,8,2.9,13,82,mahindra,13.6,2523,63
630,Maruti Esteem Vxi - BSIII,Chennai,2007,Petrol,Manual,First,5,1.45,12,30,maruti,15.9,1298,85
634,Hyundai i20 Sportz Option,Delhi,2013,Petrol,Manual,Second,5,3.5,6,48,hyundai,17,1197,80
636,Honda BR-V i-DTEC VX MT,Kochi,2017,Diesel,Manual,First,7,10.79,2,32,honda,21.9,1498,98.6
638,Hyundai Xcent 1.2 Kappa S Option,Jaipur,2017,Petrol,Manual,First,5,5.12,2,28,hyundai,19.1,1197,81.86
639,Maruti Ignis 1.2 Alpha,Mumbai,2017,Petrol,Manual,First,5,5.7,2,7,maruti,20.89,1197,81.8
641,Ford Ikon 1.3 CLXi,Hyderabad,2007,Petrol,Manual,First,5,1.25,12,92,ford,13.8,1299,70
642,Hyundai i10 Sportz,Kolkata,2013,Petrol,Manual,First,5,2.65,6,25,hyundai,20.36,1197,78.9
646,Chevrolet Beat Option Pack,Kolkata,2010,Petrol,Manual,Second,5,1.5,9,35,chevrolet,18.6,1199,79.4
650,Maruti Ciaz ZDi Plus SHVS,Jaipur,2017,Diesel,Manual,First,5,9.75,2,36,maruti,28.09,1248,88.5
652,Honda City ZX CVT,Chennai,2005,Petrol,Automatic,Third,5,1.96,14,100,honda,16.4,1497,78
654,Maruti Alto K10 VXI,Bangalore,2011,Petrol,Manual,First,5,2.75,8,64,maruti,24.07,998,67.1
656,Hyundai i20 1.4 Magna ABS,Chennai,2009,Diesel,Manual,First,5,2.8,10,47,hyundai,21.9,1396,90
661,Hyundai Grand i10 CRDi Sportz,Jaipur,2014,Diesel,Manual,First,5,4.15,5,64,hyundai,24,1120,70
665,Maruti Ritz VDi,Pune,2015,Diesel,Manual,Second,5,3.27,4,65,maruti,23.2,1248,73.94
667,Hyundai i20 Asta Option 1.2,Pune,2016,Petrol,Manual,First,5,6.3,3,21,hyundai,18.6,1197,81.83
668,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,Diesel,Manual,First,5,11.31,2,18,maruti,24.3,1248,88.5
670,Maruti Ciaz ZXi,Pune,2014,Petrol,Manual,First,5,6,5,49,maruti,20.73,1373,91.1
671,Nissan Sunny XV CVT,Kochi,2013,Petrol,Automatic,First,5,5.43,6,37,nissan,17.5,1498,99.6
672,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,Diesel,Manual,First,5,4.65,7,62,volkswagen,22.07,1199,73.9
673,Maruti Ertiga ZDI,Hyderabad,2015,Diesel,Manual,First,7,7.5,4,59,maruti,20.77,1248,88.8
674,Maruti Swift Dzire VDI,Jaipur,2015,Diesel,Manual,First,5,6.25,4,60,maruti,26.59,1248,74
676,Honda Brio S MT,Mumbai,2013,Petrol,Manual,First,5,3.15,6,17,honda,19.4,1198,86.8
677,Hyundai i10 Magna Optional 1.1L,Hyderabad,2008,Petrol,Manual,First,5,2.3,11,80,hyundai,16,1086,66.7
679,Maruti Ciaz VDI SHVS,Kochi,2017,Diesel,Manual,First,5,7.4,2,41,maruti,28.09,1248,88.5
680,Ford Ikon 1.3 Flair,Pune,2006,Petrol,Manual,Second,5,1.55,13,98,ford,13.8,1299,70
681,Volkswagen Polo 1.2 MPI Highline,Pune,2017,Petrol,Manual,Second,5,6,2,54,volkswagen,16.2,1199,74
682,Honda Jazz 1.2 V i VTEC,Chennai,2016,Petrol,Manual,First,5,5.9,3,17,honda,18.7,1199,88.7
683,Honda Amaze EX i-Dtech,Bangalore,2013,Diesel,Manual,Second,5,4.7,6,33,honda,25.8,1498,98.6
684,Hyundai i20 Asta 1.4 CRDi,Hyderabad,2015,Diesel,Manual,First,5,6.5,4,86,hyundai,22.54,1396,88.73
685,Maruti Ritz VDi,Hyderabad,2012,Diesel,Manual,First,5,3.55,7,146,maruti,21.1,1248,73.9
688,Maruti Vitara Brezza LDi Option,Pune,2017,Diesel,Manual,First,5,7.99,2,38,maruti,24.3,1248,88.5
689,Hyundai i20 Asta,Bangalore,2009,Petrol,Manual,Second,5,4.1,10,64,hyundai,17,1197,80
690,Maruti Alto K10 VXI AGS,Hyderabad,2017,Petrol,Automatic,First,5,3.95,2,25,maruti,24.07,998,67.1
691,Hyundai EON Era Plus,Kochi,2016,Petrol,Manual,First,5,4.38,3,36,hyundai,21.1,814,55.2
692,Hyundai i10 Sportz,Mumbai,2011,Petrol,Manual,First,5,2.75,8,35,hyundai,20.36,1197,78.9
695,Ford EcoSport 1.5 TDCi Titanium,Bangalore,2013,Diesel,Manual,First,5,6.6,6,62,ford,22.77,1498,98.59
698,Ford Figo Diesel ZXI,Jaipur,2010,Diesel,Manual,Third,5,1.28,9,100,ford,20,1399,68
699,Chevrolet Aveo 1.4,Pune,2006,Petrol,Manual,Third,5,1.2,13,78,chevrolet,14.49,1399,92.7
700,Maruti Ritz LXi,Coimbatore,2013,Petrol,Manual,First,5,4.31,6,57,maruti,18.5,1197,85.8
702,Hyundai Grand i10 Asta,Coimbatore,2017,Petrol,Manual,First,5,5.64,2,74,hyundai,18.9,1197,82
708,Maruti Swift Dzire ZXi,Pune,2008,Petrol,Manual,Second,5,2.85,11,64,maruti,17.5,1298,85.8
709,Honda City 1.3 EXI S,Delhi,2011,Petrol,Manual,First,5,3.5,8,100,honda,13,1343,90
710,Renault Duster 85PS Diesel RxL Optional,Jaipur,2014,Diesel,Manual,First,5,7.5,5,75,renault,20.46,1461,83.8
713,Hyundai Xcent 1.2 Kappa SX Option,Kochi,2015,Petrol,Manual,First,5,4.7,4,41,hyundai,19.1,1197,82
714,Maruti Dzire AMT ZXI Plus,Hyderabad,2017,Petrol,Automatic,First,5,8.5,2,13,maruti,22,1197,81.8
716,Maruti Alto 800 LXI,Kochi,2017,Petrol,Manual,First,5,3.51,2,54,maruti,22.74,796,47.3
720,Chevrolet Beat Diesel LT,Bangalore,2012,Diesel,Manual,First,5,2.65,7,40,chevrolet,25.44,936,57.6
721,Maruti Wagon R LXI BS IV,Kochi,2015,Petrol,Manual,First,5,3.52,4,43,maruti,20.51,998,67.04
724,Maruti Swift Dzire VXI,Mumbai,2015,Petrol,Manual,First,5,5.25,4,19,maruti,20.85,1197,83.14
727,Hyundai i20 1.2 Magna,Chennai,2010,Petrol,Manual,First,5,3.25,9,67,hyundai,18.5,1197,80
728,Maruti S Cross DDiS 200 Sigma Option,Pune,2017,Diesel,Manual,First,5,8.5,2,32,maruti,15,1248,88.5
731,Hyundai Grand i10 1.2 CRDi Magna,Kolkata,2017,Diesel,Manual,First,5,4.9,2,14,hyundai,24,1186,73.97
734,Maruti Swift VDI BSIV,Kolkata,2012,Diesel,Manual,First,5,2.9,7,52,maruti,25.2,1248,74
735,Maruti Baleno Zeta 1.3,Coimbatore,2018,Diesel,Manual,First,5,7.83,1,25,maruti,27.39,1248,74
737,Hyundai Accent GLS,Bangalore,2008,Petrol,Manual,Second,5,2,11,72,hyundai,13.2,1495,94
738,Maruti Swift LDI SP Limited Edition,Hyderabad,2016,Diesel,Manual,First,5,6.25,3,54,maruti,25.2,1248,74
740,Tata Nano XTA,Coimbatore,2016,Petrol,Automatic,First,4,3.19,3,24,tata,21.9,624,37.48
741,Maruti Ertiga VDI,Ahmedabad,2017,Diesel,Manual,First,7,7.75,2,63,maruti,25.47,1248,88.5
742,Maruti Celerio VXI AMT,Delhi,2014,Petrol,Automatic,Second,5,3.2,5,35,maruti,23.1,998,67.04
743,Maruti Swift VDI BSIV,Delhi,2015,Diesel,Manual,First,5,4.9,4,63,maruti,25.2,1248,74
747,Tata Indica V2 DLS,Chennai,2008,Diesel,Manual,First,5,1.15,11,77,tata,17.2,1396,53.5
756,Honda Jazz VX,Kochi,2018,Petrol,Manual,First,5,8.46,1,20,honda,18.2,1199,88.7
757,Toyota Etios G,Kolkata,2013,Petrol,Manual,First,5,3.25,6,42,toyota,16.78,1496,88.73
758,Maruti Alto LXi BSIII,Hyderabad,2012,Petrol,Manual,First,5,2.6,7,67,maruti,19.7,796,46.3
759,Maruti Swift VXI BSIV,Coimbatore,2016,Petrol,Manual,First,5,5.2,3,37,maruti,20.4,1197,81.8
760,Maruti A-Star Vxi,Pune,2009,Petrol,Manual,Third,5,1.8,10,85,maruti,19,998,66.1
761,Tata Nano Lx BSIV,Chennai,2011,Petrol,Manual,First,4,1.6,8,35,tata,25.4,624,37.48
762,Ford Figo Titanium Diesel,Kolkata,2015,Diesel,Manual,First,5,2.5,4,72,ford,25.5,1498,99
763,Fiat Linea Emotion,Jaipur,2011,Petrol,Manual,First,5,2.5,8,48,fiat,16,1368,90
764,Ford Figo Aspire 1.2 Ti-VCT Trend,Coimbatore,2017,Petrol,Manual,First,5,6.7,2,28,ford,18.16,1196,86.8
765,Maruti Baleno LXI,Hyderabad,2005,Petrol,Manual,First,5,1.2,14,92,maruti,15.4,1590,94
769,Tata Indica V2 eLS,Hyderabad,2016,Diesel,Manual,First,5,2.2,3,73,tata,25,1396,69
773,Maruti Ritz VXi,Kolkata,2011,Petrol,Manual,Second,5,1.5,8,50,maruti,18.5,1197,85.8
776,Hyundai i10 Sportz AT,Coimbatore,2014,Petrol,Automatic,Second,5,5.08,5,41,hyundai,16.95,1197,78.9
779,Chevrolet Beat LS,Kolkata,2010,Petrol,Manual,First,5,1.46,9,17,chevrolet,18.6,1199,79.4
780,Ford Fiesta 1.4 Duratorq ZXI,Pune,2007,Diesel,Manual,Second,5,2.05,12,112,ford,17.8,1399,68
781,Ford Figo Diesel EXI,Coimbatore,2014,Diesel,Manual,First,5,4.08,5,74,ford,20,1399,68
782,Maruti Celerio VXI AT,Hyderabad,2014,Petrol,Automatic,First,5,4.55,5,44,maruti,23.1,998,67.04
785,Maruti Wagon R VXI BS IV,Bangalore,2010,Petrol,Manual,First,5,2.45,9,81,maruti,18.9,998,67.1
790,Maruti Omni E 8 Str STD,Hyderabad,2013,Petrol,Manual,First,8,2.35,6,26,maruti,16.8,796,34.2
791,Maruti Wagon R VXI,Coimbatore,2015,Petrol,Manual,First,5,4.32,4,72,maruti,22.5,998,67.04
794,Hyundai i20 Magna 1.2,Mumbai,2018,Petrol,Manual,First,5,5.85,1,19,hyundai,18.6,1197,81.83
795,Maruti Ertiga ZXI,Bangalore,2013,Petrol,Manual,Second,7,6.25,6,68,maruti,16.02,1373,93.7
797,Maruti SX4 S Cross DDiS 200 Zeta,Mumbai,2017,Diesel,Manual,First,5,9.75,2,26,maruti,23.65,1248,88.5
799,Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2011,Diesel,Manual,First,5,4.1,8,75,volkswagen,22.07,1199,73.9
803,Honda Jazz 1.2 VX i VTEC,Chennai,2016,Petrol,Manual,First,5,6.5,3,23,honda,18.7,1199,88.7
804,Maruti Swift Dzire VDI,Pune,2013,Diesel,Manual,First,5,4.75,6,88,maruti,23.4,1248,74
807,Hyundai i20 1.2 Asta Option,Kolkata,2018,Petrol,Manual,First,5,6.35,1,11,hyundai,18.6,1197,81.83
809,Honda Amaze VX Diesel,Hyderabad,2018,Diesel,Manual,First,5,8.5,1,12,honda,27.4,1498,98.6
811,Honda Mobilio S i DTEC,Chennai,2015,Diesel,Manual,First,7,5.5,4,65,honda,24.2,1498,98.6
812,Maruti Ertiga ZDI,Kochi,2013,Diesel,Manual,First,7,6.56,6,39,maruti,20.77,1248,88.8
813,Maruti Alto K10 LXI,Pune,2014,Petrol,Manual,First,5,2.3,5,49,maruti,24.07,998,67.1
814,Toyota Qualis FS B2,Pune,2004,Diesel,Manual,Second,10,3.5,15,77,toyota,13.1,2446,75
815,Hyundai i10 Sportz,Kochi,2016,Petrol,Manual,First,5,4.55,3,21,hyundai,20.36,1197,78.9
817,Hyundai i20 Asta Option 1.2,Mumbai,2015,Petrol,Manual,Second,5,5.25,4,37,hyundai,18.6,1197,81.83
820,Chevrolet Aveo 1.4 LT ABS BSIV,Pune,2010,Petrol,Manual,First,5,1.79,9,80,chevrolet,14.49,1399,92.7
823,Maruti Wagon R LXI BS IV,Kolkata,2014,Petrol,Manual,First,5,2.49,5,40,maruti,20.51,998,67.04
824,Renault KWID RXT,Jaipur,2016,Petrol,Manual,First,5,3.15,3,4,renault,25.17,799,53.3
826,Volkswagen Polo Diesel Comfortline 1.2L,Ahmedabad,2013,Diesel,Manual,First,5,4.25,6,55,volkswagen,22.07,1199,73.9
827,Maruti Alto 800 LXI,Hyderabad,2014,Petrol,Manual,First,5,2.75,5,58,maruti,22.74,796,47.3
828,Hyundai i20 Asta Option 1.2,Kochi,2017,Petrol,Manual,First,5,7.14,2,58,hyundai,18.6,1197,81.83
830,Hyundai i20 1.2 Sportz,Jaipur,2012,Petrol,Manual,Third,5,3.5,7,71,hyundai,17,1197,80
831,Hyundai i20 1.4 Asta,Chennai,2017,Diesel,Manual,First,5,7.3,2,12,hyundai,22.54,1396,88.73
832,Maruti Wagon R LXI Optional,Kolkata,2014,Petrol,Manual,First,5,2.75,5,25,maruti,20.51,998,67.04
833,Hyundai i20 1.4 Asta Option,Bangalore,2017,Diesel,Manual,Second,5,8.2,2,43,hyundai,22.54,1396,88.73
835,Ford Figo Diesel Titanium,Pune,2015,Diesel,Manual,First,5,4.25,4,92,ford,20,1399,68.05
836,Maruti Swift ZXI,Coimbatore,2014,Petrol,Manual,Second,5,6.21,5,33,maruti,18.6,1197,85.8
837,Hyundai Grand i10 CRDi Magna,Kochi,2016,Diesel,Manual,First,5,4.58,3,52,hyundai,24,1120,70
840,Hyundai i10 Magna 1.1,Coimbatore,2014,Petrol,Manual,First,5,4.09,5,60,hyundai,19.81,1086,68.05
843,Maruti Celerio VXI AT,Hyderabad,2014,Petrol,Automatic,First,5,4.4,5,33,maruti,23.1,998,67.04
846,Maruti Ertiga ZDI,Mumbai,2014,Diesel,Manual,First,7,7.25,5,64,maruti,20.77,1248,88.8
847,Ford Figo Diesel ZXI,Hyderabad,2013,Diesel,Manual,First,5,3.2,6,51,ford,20,1399,68.05
848,Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,Petrol,Manual,First,5,3.95,5,57,volkswagen,16.47,1198,74
852,Hyundai Santro Xing GL Plus,Kolkata,2013,Petrol,Manual,First,5,1.75,6,31,hyundai,17.92,1086,62.1
858,Honda Mobilio RS i DTEC,Chennai,2014,Diesel,Manual,First,7,6.9,5,23,honda,24.5,1498,98.6
859,Hyundai i20 1.2 Asta Option,Coimbatore,2018,Petrol,Manual,First,5,7.77,1,15,hyundai,18.6,1197,81.83
861,Hyundai i20 Magna 1.2,Hyderabad,2014,Petrol,Manual,First,5,5.35,5,70,hyundai,18.6,1197,81.83
862,Mahindra Bolero VLX BS IV,Chennai,2011,Diesel,Manual,Second,7,4.5,8,99,mahindra,13.6,2523,63
865,Maruti Zen LXi - BS III,Mumbai,2005,Petrol,Manual,First,5,0.7,14,102,maruti,17.3,993,60
868,Hyundai Grand i10 AT Asta,Coimbatore,2015,Petrol,Automatic,First,5,5.57,4,61,hyundai,18.9,1197,82
869,Hyundai Xcent 1.2 CRDi S,Jaipur,2018,Diesel,Manual,First,5,5.9,1,25,hyundai,25.4,1186,73.97
871,Hyundai i10 Sportz,Bangalore,2010,Petrol,Manual,First,5,2.9,9,69,hyundai,20.36,1197,78.9
872,Honda Brio S MT,Delhi,2016,Petrol,Manual,First,5,3.68,3,32,honda,19.4,1198,86.8
876,Honda City i DTEC VX,Jaipur,2014,Diesel,Manual,First,5,6.75,5,71,honda,25.1,1498,98.6
877,Honda City i DTEC VX,Kochi,2015,Diesel,Manual,First,5,6.96,4,80,honda,25.1,1498,98.6
878,Renault KWID 1.0 RXT Optional,Jaipur,2017,Petrol,Manual,First,5,3.25,2,63,renault,21.7,999,67
879,Maruti Swift DDiS ZDI Plus,Hyderabad,2018,Diesel,Manual,First,5,8.65,1,5,maruti,28.4,1248,74
880,Maruti Celerio VXI Optional AMT,Pune,2017,Petrol,Automatic,First,5,5,2,7,maruti,23.1,998,67.04
882,Hyundai i10 Magna,Jaipur,2010,Petrol,Manual,Second,5,2.6,9,66,hyundai,20.36,1197,78.9
883,Hyundai i10 Magna 1.1,Kochi,2014,Petrol,Manual,First,5,3.41,5,58,hyundai,19.81,1086,68.05
884,Maruti Dzire VXI,Kolkata,2011,Petrol,Manual,First,5,2.7,8,46,maruti,22,1197,81.8
888,Nissan Sunny 2011-2014 Diesel XV,Mumbai,2013,Diesel,Manual,First,5,4.25,6,47,nissan,21.64,1461,84.8
889,Maruti Wagon R LXI,Ahmedabad,2015,Petrol,Manual,First,5,3.2,4,51,maruti,18.9,998,67.1
890,Maruti Swift Dzire ZDI,Bangalore,2014,Diesel,Manual,Second,5,6.85,5,25,maruti,23.4,1248,74
891,Honda Amaze S i-Dtech,Delhi,2015,Diesel,Manual,First,5,4.5,4,48,honda,25.8,1498,98.6
892,Maruti Swift ZDI,Delhi,2012,Diesel,Manual,First,5,3.55,7,52,maruti,28.4,1248,74
897,Datsun redi-GO T Option,Bangalore,2016,Petrol,Manual,First,5,2.66,3,20,datsun,22.7,799,53.64
900,Honda City i DTec V,Coimbatore,2016,Diesel,Manual,First,5,8.07,3,60,honda,26,1498,98.6
903,Maruti Ertiga VDI,Coimbatore,2016,Diesel,Manual,First,7,7.5,3,85,maruti,20.77,1248,88.76
905,Maruti Swift Dzire Vdi BSIV,Mumbai,2008,Diesel,Manual,Second,5,2.85,11,91,maruti,19.3,1248,73.9
907,Maruti Ritz VDi,Hyderabad,2010,Diesel,Manual,First,5,3.3,9,79,maruti,21.1,1248,73.9
908,Maruti Swift Dzire VXI,Bangalore,2013,Petrol,Manual,First,5,5,6,38,maruti,19.1,1197,85.8
909,Maruti Swift ZDi,Coimbatore,2014,Diesel,Manual,First,5,6.46,5,59,maruti,22.9,1248,74
910,Hyundai EON Sportz,Jaipur,2017,Petrol,Manual,First,5,3.75,2,23,hyundai,21.1,814,55.2
911,Maruti Zen VXI BSII,Kochi,2003,Petrol,Manual,Third,5,1.52,16,61,maruti,17.3,993,60
912,Maruti Eeco 7 Seater Standard,Coimbatore,2012,Petrol,Manual,First,7,3.61,7,56,maruti,15.1,1196,73
916,Maruti Swift Dzire VDi,Hyderabad,2010,Diesel,Manual,First,5,3.65,9,130,maruti,19.3,1248,73.9
917,Tata Sumo DX,Mumbai,2013,Diesel,Manual,First,10,5.25,6,20,tata,14.07,1978,83.1
920,Tata Indigo eCS eLX BS IV,Delhi,2015,Diesel,Manual,First,5,2.5,4,150,tata,25,1396,69.01
